"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NTTE66SC","webpage","","Murnane, John","Ports and shipping: The need for solutions that cross lines | McKinsey & Company","","","","","http://www.mckinsey.com/industries/travel-transport-and-logistics/our-insights/ports-and-shipping-the-need-for-solutions-that-cross-lines","Despite--or because of--low rates, service is bad and shippers are angry. The port-and-shipping sector must and can improve, not only for shippers, but also for the lines and ports themselves.","","2017-05-11 13:29:45","2019-09-23 17:56:15","2017-05-11 13:29:45","","","","","","","Ports and shipping","","","","","","","","","","","","","","","","F:\zotero\storage\MWTQMBVX\ports-and-shipping-the-need-for-solutions-that-cross-lines.html; ","http://www.mckinsey.com/industries/travel-transport-and-logistics/our-insights/ports-and-shipping-the-need-for-solutions-that-cross-lines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KSNWN8TF","webpage","","Al, Stefan","How to Build a Shopping Mall That Doesn't Suck","CityLab","","","","https://www.citylab.com/design/2017/05/decline-of-shopping-malls-hong-kong-design/526764/","The mall isn't dead—it's just changing.","","2017-05-17 02:00:56","2019-09-23 17:49:38","2017-05-17 02:00:56","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\TG4ERBE9\526764.html; ","https://www.citylab.com/design/2017/05/decline-of-shopping-malls-hong-kong-design/526764/?utm_source=atldaily020917-3&utm_source=nl-atlantic-daily-051617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QB4A2E6I","magazineArticle","2017","Yglesias, Matthew","Get ready for the regional shopping mall apocalypse","Vox","","","","https://www.vox.com/new-money/2017/5/4/15124038/regional-mall-apocalypse","Fragile ecosystems poorly suited to a changing world.","2017-05-04","2017-05-26 21:51:00","2019-09-23 18:00:12","2017-05-26 21:51:00","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\I2EDGII3\regional-mall-apocalypse.html; ","https://www.vox.com/new-money/2017/5/4/15124038/regional-mall-apocalypse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AW4H3HCQ","magazineArticle","2017","Semuels, Alana","All the Ways Retail's Decline Could Hurt American Towns","The Atlantic","","1072-7825","","https://www.theatlantic.com/business/archive/2017/05/retail-sales-tax-revenue/527697/","As brick-and-mortar stores close, local governments in struggling regions lose much-needed tax revenues.","2017-05-23","2017-05-26 22:16:44","2017-05-26 22:16:44","","","","","","","","","","","","","","","","","","","","The Atlantic","","","","F:\zotero\storage\8S33CWBX\527697.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBXAHUED","blogPost","2016","White, Hannah","Amazon Go: We’re All F*cked - The Implications of Automated Storefronts","IoT For All","","","","https://iot-for-all.com/amazon-go-implications-of-automated-storefronts/","Amazon just launched a promo for a storefront, called Amazon Go, that sells grocery basics with no checkout lines. Here are some of the larger implications.","2016-12-10","2017-05-26 22:19:44","2019-09-23 18:00:09","2017-05-26 22:19:44","","","","","","","Amazon Go","","","","","","","","","","","","","","","","F:\zotero\storage\P52K98PC\amazon-go-implications-of-automated-storefronts.html; ","https://iot-for-all.com/amazon-go-implications-of-automated-storefronts/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRHAGTRJ","blogPost","","Petersen, Ryan","The driverless truck is coming, and it’s going to automate millions of jobs","TechCrunch","","","","http://social.techcrunch.com/2016/04/25/the-driverless-truck-is-coming-and-its-going-to-automate-millions-of-jobs/","A convoy of self-driving trucks recently drove across Europe and arrived at the Port of Rotterdam. No technology will automate away more jobs -- or drive more..","","2017-05-26 22:19:55","2019-09-23 17:56:26","2017-05-26 22:19:55","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\EC7WJGI2\the-driverless-truck-is-coming-and-its-going-to-automate-millions-of-jobs.html; ","https://techcrunch.com/2016/04/25/the-driverless-truck-is-coming-and-its-going-to-automate-millions-of-jobs/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6TTEFWM","journalArticle","2005","Gould, Eric D.; Pashigian, B. Peter; Prendergast, Canice J.","Contracts, Externalities, and Incentives in Shopping Malls","The Review of Economics and Statistics","","0034-6535","10.1162/0034653054638355","http://dx.doi.org/10.1162/0034653054638355","","2005-08-01","2017-06-15 22:58:17","2019-09-23 17:53:39","","411-422","","3","87","","The Review of Economics and Statistics","","","","","","","","","","","","","MIT Press Journals","","","","F:\zotero\storage\WA3XAQDZ\0034653054638355.html; ","http://www.mitpressjournals.org/doi/abs/10.1162/0034653054638355","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ECZU6EN","blogPost","2017","Thompson, Ben","Amazon’s New Customer","Stratechery by Ben Thompson","","","","https://stratechery.com/2017/amazons-new-customer/","The key to understanding Amazon’s purchase of Whole Foods is to understand that Amazon didn’t buy a retailer: the company bought a customer.","2017-06-19","2017-07-03 20:04:20","2019-09-23 17:59:17","2017-07-03 20:04:20","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\DZJX248X\amazons-new-customer.html; ","https://stratechery.com/2017/amazons-new-customer/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2SEZE8GP","newspaperArticle","","Murphy, Brett","Rigged. Forced into debt. Worked past exhaustion. Left with nothing.","USA TODAY","","","","https://www.usatoday.com/pages/interactives/news/rigged-forced-into-debt-worked-past-exhaustion-left-with-nothing/","Thousands of drivers work up to 20 hours a day, sometimes for pennies. When they get sick or refuse to keep working, trucking companies fire them and take their trucks – along with thousands they have paid toward buying them","","2017-07-02 20:38:51","2019-09-23 21:19:40","2017-07-02 20:38:51","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\QG8IWPEM\rigged-forced-into-debt-worked-past-exhaustion-left-with-nothing.html; ","https://www.usatoday.com/pages/interactives/news/rigged-forced-into-debt-worked-past-exhaustion-left-with-nothing/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6/16/17","","","",""
"6F8CWIUB","magazineArticle","2017","Wahba, Phil","Why 2017 Will See Desperate Department Stores and Anxious Apparel Chains","Fortune","","","","http://fortune.com/2017/01/03/why-2017-will-see-desperate-department-stores-and-anxious-apparel-chains/","A look ahead at retail in 2017 as many stores, particularly department stores and specialty clothing chains, look to grow again.","2017-01-03","2017-07-05 01:14:23","2019-09-23 17:59:35","2017-07-05 01:14:23","","","","","","","","","","","","","","","","","","","","","00000","","F:\zotero\storage\TBM437ZF\why-2017-will-see-desperate-department-stores-and-anxious-apparel-chains.html; ","http://fortune.com/2017/01/03/why-2017-will-see-desperate-department-stores-and-anxious-apparel-chains/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6U3P9IP7","book","2013","Stone, Brad","The Everything Store: Jeff Bezos and the Age of Amazon","","978-1-4481-2751-1","","","","**Winner of the 2013 Financial Times and Goldman Sachs Business Book of the Year Award**Though Amazon.com started off delivering books through the mail, its visionary founder, Jeff Bezos, was never content with being just a bookseller. He wanted Amazon to become ‘the everything store’, offering limitless selection and seductive convenience at disruptively low prices. To achieve that end, he developed a corporate culture of relentless ambition and secrecy that's never been cracked. Until now...Jeff Bezos stands out for his relentless pursuit of new markets, leading Amazon into risky new ventures like the Kindle and cloud computing, and transforming retail in the same way that Henry Ford revolutionized manufacturing. Amazon placed one of the first and largest bets on the Internet. Nothing would ever be the same again.","2013-10-17","2017-07-09 22:55:11","2019-09-23 17:58:34","","","348","","","","","The Everything Store","","","","","Transworld","","en","","","","","Google Books","","Google-Books-ID: yG3PAK6ZOucC","","; ","https://books.google.ca/books?id=yG3PAK6ZOucC; https://books.google.ca/books?id=yG3PAK6ZOucC","","Business & Economics / Economics / General; Business & Economics / General; Business & Economics / Industries / Retailing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZUX8ABP","webpage","2016","","Ecommerce Trends in 2017: 135 Statistics About Online Selling","The BigCommerce Blog","","","","https://www.bigcommerce.com/blog/ecommerce-trends/","Ecommerce trends and stats explaining who buys online, which channels most influence their purchasing decisions and why they finally convert.","2016-06-05","2017-07-08 21:02:47","2019-09-23 18:00:38","2017-07-08 21:02:47","","","","","","","Ecommerce Trends in 2017","","","","","","","","","","","","","","","","F:\zotero\storage\7MJNDMIM\ecommerce-trends.html; ","https://www.bigcommerce.com/blog/ecommerce-trends/#cmtoc_anchor_id_0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8T62WCVC","blogPost","2017","Lesonsky, Rieva","Moving to the Mall: How the Death of Department Stores Could Benefit Small Retailers","Small Business Trends","","","","https://smallbiztrends.com/2017/06/shopping-center-anchor-trends.html","Once a staple of suburban life, America's malls are going through a sea change. A recent rash of...","2017-06-20","2017-07-02 21:28:51","2019-09-23 17:55:47","2017-07-02 21:28:51","","","","","","","Moving to the Mall","","","","","","","","","","","","","","","","F:\zotero\storage\ZXC6I3HC\shopping-center-anchor-trends.html; ","https://smallbiztrends.com/2017/06/shopping-center-anchor-trends.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A2GTUPP9","newspaperArticle","2017","Sen, Conor","Amazon's Real Target Isn't Whole Foods. It's Everything You Buy.","Bloomberg.com","","","","https://www.bloomberg.com/view/articles/2017-06-20/amazon-s-real-target-isn-t-whole-foods-it-s-everything-you-buy","The really tempting margins are in consumer products.","2017-06-20","2017-07-06 05:46:49","2017-07-06 05:47:15","2017-07-06 05:46:49","","","","","","","","","","","","","","","","","","","www.bloomberg.com","","","","F:\zotero\storage\FSW49VMS\amazon-s-real-target-isn-t-whole-foods-it-s-everything-you-buy.html","","","view","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BI5KK4QT","bookSection","","Young, William H.","Department Store","Encyclopedia of American Studies","","","","http://eas-ref.press.jhu.edu/view?aid=149","","","2017-06-20 17:48:56","2019-09-23 18:00:15","2017-06-20 17:48:56","","","","","","","","","","","","Johns Hopkins University Press","Baltimore","","","","","","","","","","F:\zotero\storage\G5BC5QZA\view.html; ","http://eas-ref.press.jhu.edu/view?aid=149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C22D5T46","blogPost","2017","","McDonald’s Stock Soars as it Invites Customers to Experience the Future Without Cashiers","The Libertarian Republic","","","","https://thelibertarianrepublic.com/mcdonalds-stock-soars-as-it-invites-customers-to-experience-the-future-without-cashiers/","Stock in McDonald’s rose to over $155 per share for the first time ever in trading today, on news that it will be rolling out digital ordering kiosks at 2,500 restaurants.","2017-06-23","2017-07-02 20:43:17","2019-09-23 18:00:54","2017-07-02 20:43:17","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\MVXD24AZ\mcdonalds-stock-soars-as-it-invites-customers-to-experience-the-future-without-cashiers.html; ","https://thelibertarianrepublic.com/mcdonalds-stock-soars-as-it-invites-customers-to-experience-the-future-without-cashiers/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CU83439S","newspaperArticle","2017","Miller, Claire Cain","Amazon’s Move Signals End of Line for Many Cashiers","The New York Times","","0362-4331","","https://www.nytimes.com/2017/06/17/upshot/amazons-move-signals-end-of-line-for-many-cashiers.html","The next jobs set to disappear may be ones that are a bigger part of people’s daily lives: retail workers and cashiers in stores and restaurants.","2017-06-17","2017-07-06 05:54:47","2019-09-23 17:56:04","2017-07-06 05:54:47","","","","","","","","","","","","","","en-US","","","","","www.nytimes.com","","","","F:\zotero\storage\P63GQF3V\amazons-move-signals-end-of-line-for-many-cashiers.html; ","https://www.nytimes.com/2017/06/17/upshot/amazons-move-signals-end-of-line-for-many-cashiers.html?mcubz=1","","Amazon.com Inc; Labor and Jobs; Computers and the Internet; Robots and Robotics; Mergers, Acquisitions and Divestitures; Shopping and Retail; Whole Foods Market Inc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The Upshot","","","",""
